"ID","TotalSpending","InternationalSpend","DomesticSpend","Female","Age","HomeState","HomeRegion","BookingTime","DeviceTypeMobileTablet","Windows.Android","PromotionsUsed","EaseOfUse","UsageDuration","BookingCount","AvailableFlights","Satisfaction","NetPromoterScore","TotalSatisfaction"
1986,403,0,403,0,20,"ACT","Regional","6:00 PM - 12:00 AM",1,1,1,3,12,2,2,0,0,0
1012,1491,1249,242,0,41,"ACT","Urban","6:00 AM - 12:00 PM",1,1,1,3,162,1,2,5,4,9
478,343,0,343,0,28,"NSW","Urban","6:00 PM - 12:00 AM",0,1,0,3,90,1,4,9,10,19
1637,3506,1861,1645,0,59,"NT","Urban","6:00 PM - 12:00 AM",0,0,1,3,42,2,4,9,9,18
915,2015,1640,375,0,40,"VIC","Urban","6:00 AM - 12:00 PM",1,1,1,2,156,1,3,9,9,18
1101,977,0,977,1,31,"NSW","Regional","12:00 PM - 6:00 PM",1,1,0,3,102,1,3,10,9,19
254,3023,1714,1309,0,41,"NSW","Urban","12:00 AM - 6:00 AM",0,0,0,3,66,1,5,8,7,15
1378,361,0,361,0,21,"NSW","Urban","6:00 AM - 12:00 PM",1,1,0,2,72,2,2,7,7,14
1812,518,0,518,1,28,"TAS","Urban","6:00 PM - 12:00 AM",0,1,0,1,66,2,3,5,4,9
203,1375,0,1375,1,39,"VIC","Urban","12:00 AM - 6:00 AM",1,1,0,2,30,1,4,1,0,1
1368,229,0,229,1,24,"WA","Urban","6:00 AM - 12:00 PM",1,1,1,3,42,1,4,8,10,18
1140,472,0,472,0,30,"SA","Remote","6:00 AM - 12:00 PM",1,1,1,3,66,2,2,10,7,17
1448,2934,1635,1299,1,49,"WA","Regional","6:00 AM - 12:00 PM",0,0,0,3,42,1,2,7,6,13
730,226,0,226,0,46,"NSW","Regional","6:00 PM - 12:00 AM",1,1,0,2,150,1,3,8,7,15
1337,3747,1704,2043,1,48,"NSW","Urban","6:00 AM - 12:00 PM",0,0,0,3,138,4,2,4,8,12
922,555,0,555,0,22,"WA","Urban","6:00 AM - 12:00 PM",0,0,1,3,36,1,3,8,9,17
546,1548,0,1548,1,50,"ACT","Regional","12:00 PM - 6:00 PM",0,0,0,3,174,4,2,2,1,3
50,194,0,194,0,38,"VIC","Regional","12:00 AM - 6:00 AM",0,1,0,2,48,1,4,4,5,9
417,1937,1595,342,1,42,"VIC","Urban","6:00 PM - 12:00 AM",0,1,0,2,162,2,3,3,7,10
1299,307,0,307,1,22,"NSW","Regional","6:00 AM - 12:00 PM",1,1,0,3,126,1,3,8,8,16
